player_id,Player,DraftYear,Pick,PickBand,text_profile
1613,Reggie Harding,1963,49,SecondRound,"Giocatore: Reggie Harding. Provenienza: High School. Scelto al Draft NBA 1963 con la pick 49. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 60.7%, tiratore di liberi migliorabile. Rimbalzi: 1865.0 a partita, forte rimbalzista. Assist: 343.0 a partita, ottimo playmaker e passatore. Segna in media 1839.0 punti a partita. Win Shares in carriera: 5.7."
1614,Jim McCormick,1963,50,SecondRound,"Giocatore: Jim McCormick. Provenienza: West Virginia. Scelto al Draft NBA 1963 con la pick 50. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1615,Al Santio,1963,51,SecondRound,"Giocatore: Al Santio. Provenienza: Maryland. Scelto al Draft NBA 1963 con la pick 51. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1616,Vince Brewer,1963,52,SecondRound,"Giocatore: Vince Brewer. Provenienza: Iowa State. Scelto al Draft NBA 1963 con la pick 52. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1617,Warren Sallade,1963,53,SecondRound,"Giocatore: Warren Sallade. Provenienza: Westminster College of Pennsylvania. Scelto al Draft NBA 1963 con la pick 53. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1618,Vinnie Ernst,1963,54,SecondRound,"Giocatore: Vinnie Ernst. Provenienza: Providence. Scelto al Draft NBA 1963 con la pick 54. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1619,Bob Woollard,1963,55,SecondRound,"Giocatore: Bob Woollard. Provenienza: Wake Forest. Scelto al Draft NBA 1963 con la pick 55. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1620,Larry Brown,1963,56,SecondRound,"Giocatore: Larry Brown. Provenienza: UNC. Scelto al Draft NBA 1963 con la pick 56. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1621,Don Clemetson,1963,57,SecondRound,"Giocatore: Don Clemetson. Provenienza: Stanford. Scelto al Draft NBA 1963 con la pick 57. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1622,Ira Harge,1963,58,SecondRound,"Giocatore: Ira Harge. Provenienza: New Mexico. Scelto al Draft NBA 1963 con la pick 58. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1623,Hunter Beckman,1963,59,SecondRound,"Giocatore: Hunter Beckman. Provenienza: Memphis. Scelto al Draft NBA 1963 con la pick 59. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1624,Ken Rohloff,1963,60,SecondRound,"Giocatore: Ken Rohloff. Provenienza: NC State. Scelto al Draft NBA 1963 con la pick 60. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: -10000.0%, tiratore di liberi migliorabile. Assist: 1.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1625,Bill Brown,1963,61,SecondRound,"Giocatore: Bill Brown. Provenienza: Howard Payne University. Scelto al Draft NBA 1963 con la pick 61. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1626,Gordie Martin,1963,62,SecondRound,"Giocatore: Gordie Martin. Provenienza: USC. Scelto al Draft NBA 1963 con la pick 62. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1627,Herb Magee,1963,63,SecondRound,"Giocatore: Herb Magee. Provenienza: Philadelphia University. Scelto al Draft NBA 1963 con la pick 63. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1628,Freddie Crawford,1963,64,SecondRound,"Giocatore: Freddie Crawford. Provenienza: St. Bonaventure. Scelto al Draft NBA 1963 con la pick 64. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 59.5%, tiratore di liberi migliorabile. Rimbalzi: 746.0 a partita, forte rimbalzista. Assist: 610.0 a partita, ottimo playmaker e passatore. Segna in media 2031.0 punti a partita. Win Shares in carriera: 6.1."
1629,Rich Froistad,1963,65,SecondRound,"Giocatore: Rich Froistad. Provenienza: Iowa State. Scelto al Draft NBA 1963 con la pick 65. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1630,Harry Dinnel,1963,66,SecondRound,"Giocatore: Harry Dinnel. Provenienza: Pepperdine. Scelto al Draft NBA 1963 con la pick 66. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1631,Gary Silc,1963,67,SecondRound,"Giocatore: Gary Silc. Provenienza: Northern Michigan University. Scelto al Draft NBA 1963 con la pick 67. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1632,Harold Ray Strother,1963,68,SecondRound,"Giocatore: Harold Ray Strother. Provenienza: Texas A&M. Scelto al Draft NBA 1963 con la pick 68. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1633,Ray Cronk,1963,69,SecondRound,"Giocatore: Ray Cronk. Provenienza: Lakeland College. Scelto al Draft NBA 1963 con la pick 69. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1634,Ron Jackson,1963,70,SecondRound,"Giocatore: Ron Jackson. Provenienza: Wisconsin. Scelto al Draft NBA 1963 con la pick 70. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1635,Chuck White,1963,71,SecondRound,"Giocatore: Chuck White. Provenienza: Idaho. Scelto al Draft NBA 1963 con la pick 71. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1636,Ernie Dunston,1963,72,SecondRound,"Giocatore: Ernie Dunston. Provenienza: Seattle University. Scelto al Draft NBA 1963 con la pick 72. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1637,Frank Davis,1963,73,SecondRound,"Giocatore: Frank Davis. Provenienza: Oklahoma Christian University. Scelto al Draft NBA 1963 con la pick 73. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1638,Gerald Glur,1963,74,SecondRound,"Giocatore: Gerald Glur. Provenienza: Furman University. Scelto al Draft NBA 1963 con la pick 74. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1639,M. C. Thompson,1963,75,SecondRound,"Giocatore: M. C. Thompson. Provenienza: DePaul. Scelto al Draft NBA 1963 con la pick 75. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1640,Carl Ritter,1963,76,SecondRound,"Giocatore: Carl Ritter. Provenienza: SE Missouri State. Scelto al Draft NBA 1963 con la pick 76. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1641,Orb Bowling,1963,77,SecondRound,"Giocatore: Orb Bowling. Provenienza: Tennessee. Scelto al Draft NBA 1963 con la pick 77. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1642,Marv Straw,1963,78,SecondRound,"Giocatore: Marv Straw. Provenienza: Iowa State. Scelto al Draft NBA 1963 con la pick 78. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1643,Bob Walters,1963,79,SecondRound,"Giocatore: Bob Walters. Provenienza: Baldwin-Wallace College. Scelto al Draft NBA 1963 con la pick 79. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1644,Hugh Evans,1963,80,SecondRound,"Giocatore: Hugh Evans. Provenienza: North Carolina A&T. Scelto al Draft NBA 1963 con la pick 80. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1645,Jerry Szachara,1963,81,SecondRound,"Giocatore: Jerry Szachara. Provenienza: Cornell. Scelto al Draft NBA 1963 con la pick 81. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1646,Gary McFarland,1963,82,SecondRound,"Giocatore: Gary McFarland. Provenienza: Central Missouri State University. Scelto al Draft NBA 1963 con la pick 82. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1647,Bill Raftery,1963,83,SecondRound,"Giocatore: Bill Raftery. Provenienza: La Salle. Scelto al Draft NBA 1963 con la pick 83. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1648,Ron Pickett,1963,84,SecondRound,"Giocatore: Ron Pickett. Provenienza: Eastern Kentucky University. Scelto al Draft NBA 1963 con la pick 84. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1649,Walt Hazzard,1964,1,Top10,"Giocatore: Walt Hazzard. Provenienza: UCLA. Scelto al Draft NBA 1964 con la pick 1. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 75.7%, buon tiratore di tiri liberi. Rimbalzi: 2146.0 a partita, forte rimbalzista. Assist: 3555.0 a partita, ottimo playmaker e passatore. Segna in media 9087.0 punti a partita. Win Shares in carriera: 30.3."
1650,George Wilson,1964,2,Top10,"Giocatore: George Wilson. Provenienza: Cincinnati. Scelto al Draft NBA 1964 con la pick 2. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 67.7%, tiratore di liberi migliorabile. Rimbalzi: 2144.0 a partita, forte rimbalzista. Assist: 307.0 a partita, ottimo playmaker e passatore. Segna in media 2216.0 punti a partita. Win Shares in carriera: 0.5."
1651,Jim Barnes,1964,3,Top10,"Giocatore: Jim Barnes. Provenienza: Texas-El Paso. Scelto al Draft NBA 1964 con la pick 3. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 68.4%, tiratore di liberi migliorabile. Rimbalzi: 2939.0 a partita, forte rimbalzista. Assist: 377.0 a partita, ottimo playmaker e passatore. Segna in media 3997.0 punti a partita. Win Shares in carriera: 14.2."
1652,Joe Caldwell,1964,4,Top10,"Giocatore: Joe Caldwell. Provenienza: Arizona State. Scelto al Draft NBA 1964 con la pick 4. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 63.4%, tiratore di liberi migliorabile. Rimbalzi: 2367.0 a partita, forte rimbalzista. Assist: 1257.0 a partita, ottimo playmaker e passatore. Segna in media 7127.0 punti a partita. Win Shares in carriera: 23.9."
1653,Gary Bradds,1964,5,Top10,"Giocatore: Gary Bradds. Provenienza: Ohio State. Scelto al Draft NBA 1964 con la pick 5. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 71.6%, tiratore di liberi migliorabile. Rimbalzi: 92.0 a partita, forte rimbalzista. Assist: 20.0 a partita, ottimo playmaker e passatore. Segna in media 144.0 punti a partita. Win Shares in carriera: 0.5."
1654,Luke Jackson,1964,6,Top10,"Giocatore: Luke Jackson. Provenienza: University of Texas Rio Grande Valley. Scelto al Draft NBA 1964 con la pick 6. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 72.2%, tiratore di liberi migliorabile. Rimbalzi: 4613.0 a partita, forte rimbalzista. Assist: 818.0 a partita, ottimo playmaker e passatore. Segna in media 5170.0 punti a partita. Win Shares in carriera: 22.3."
1655,Jeff Mullins,1964,7,Top10,"Giocatore: Jeff Mullins. Provenienza: Duke. Scelto al Draft NBA 1964 con la pick 7. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 81.4%, buon tiratore di tiri liberi. Rimbalzi: 3427.0 a partita, forte rimbalzista. Assist: 3023.0 a partita, ottimo playmaker e passatore. Segna in media 13017.0 punti a partita. Win Shares in carriera: 62.8."
1656,Barry Kramer,1964,8,Top10,"Giocatore: Barry Kramer. Provenienza: NYU. Scelto al Draft NBA 1964 con la pick 8. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 71.4%, tiratore di liberi migliorabile. Rimbalzi: 100.0 a partita, forte rimbalzista. Assist: 41.0 a partita, ottimo playmaker e passatore. Segna in media 186.0 punti a partita. Win Shares in carriera: 0.2."
1657,Mel Counts,1964,9,Top10,"Giocatore: Mel Counts. Provenienza: Oregon State. Scelto al Draft NBA 1964 con la pick 9. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 76.4%, buon tiratore di tiri liberi. Rimbalzi: 4756.0 a partita, forte rimbalzista. Assist: 1100.0 a partita, ottimo playmaker e passatore. Segna in media 6516.0 punti a partita. Win Shares in carriera: 27.7."
1658,Willis Reed,1964,10,Top10,"Giocatore: Willis Reed. Provenienza: Grambling State University. Scelto al Draft NBA 1964 con la pick 10. Fascia di scelta: Top10. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 74.7%, tiratore di liberi migliorabile. Rimbalzi: 8414.0 a partita, forte rimbalzista. Assist: 1186.0 a partita, ottimo playmaker e passatore. Segna in media 12183.0 punti a partita. Win Shares in carriera: 74.9."
1659,Les Hunter,1964,11,FirstRound,"Giocatore: Les Hunter. Provenienza: Loyola Chicago. Scelto al Draft NBA 1964 con la pick 11. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 42.9%, tiratore di liberi migliorabile. Rimbalzi: 50.0 a partita, forte rimbalzista. Assist: 11.0 a partita, ottimo playmaker e passatore. Segna in media 42.0 punti a partita. Win Shares in carriera: -0.5."
1660,Paul Silas,1964,12,FirstRound,"Giocatore: Paul Silas. Provenienza: Creighton. Scelto al Draft NBA 1964 con la pick 12. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 67.3%, tiratore di liberi migliorabile. Rimbalzi: 12357.0 a partita, forte rimbalzista. Assist: 2572.0 a partita, ottimo playmaker e passatore. Segna in media 11782.0 punti a partita. Win Shares in carriera: 79.9."
1661,Ira Harge,1964,13,FirstRound,"Giocatore: Ira Harge. Provenienza: New Mexico. Scelto al Draft NBA 1964 con la pick 13. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1662,Cotton Nash,1964,14,FirstRound,"Giocatore: Cotton Nash. Provenienza: Kentucky. Scelto al Draft NBA 1964 con la pick 14. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 82.7%, buon tiratore di tiri liberi. Rimbalzi: 83.0 a partita, forte rimbalzista. Assist: 19.0 a partita, ottimo playmaker e passatore. Segna in media 137.0 punti a partita. Win Shares in carriera: 0.0."
1663,Howard Komives,1964,15,FirstRound,"Giocatore: Howard Komives. Provenienza: Bowling Green. Scelto al Draft NBA 1964 con la pick 15. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 83.0%, buon tiratore di tiri liberi. Rimbalzi: 1804.0 a partita, forte rimbalzista. Assist: 2941.0 a partita, ottimo playmaker e passatore. Segna in media 7550.0 punti a partita. Win Shares in carriera: 5.0."
1664,Bud Koper,1964,16,FirstRound,"Giocatore: Bud Koper. Provenienza: Oklahoma City University. Scelto al Draft NBA 1964 con la pick 16. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 83.3%, buon tiratore di tiri liberi. Rimbalzi: 61.0 a partita, forte rimbalzista. Assist: 43.0 a partita, ottimo playmaker e passatore. Segna in media 247.0 punti a partita. Win Shares in carriera: 1.0."
1665,Bill Chmielewski,1964,17,FirstRound,"Giocatore: Bill Chmielewski. Provenienza: Dayton. Scelto al Draft NBA 1964 con la pick 17. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1666,Ron Bonham,1964,18,FirstRound,"Giocatore: Ron Bonham. Provenienza: Cincinnati. Scelto al Draft NBA 1964 con la pick 18. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 83.2%, buon tiratore di tiri liberi. Rimbalzi: 113.0 a partita, forte rimbalzista. Assist: 30.0 a partita, ottimo playmaker e passatore. Segna in media 478.0 punti a partita. Win Shares in carriera: 2.0."
1667,Brian Generalovich,1964,19,FirstRound,"Giocatore: Brian Generalovich. Provenienza: Pitt. Scelto al Draft NBA 1964 con la pick 19. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1668,Wali Jones,1964,20,FirstRound,"Giocatore: Wali Jones. Provenienza: Villanova. Scelto al Draft NBA 1964 con la pick 20. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 80.0%, buon tiratore di tiri liberi. Rimbalzi: 1394.0 a partita, forte rimbalzista. Assist: 1947.0 a partita, ottimo playmaker e passatore. Segna in media 6140.0 punti a partita. Win Shares in carriera: 14.9."
1669,Jerry Sloan,1964,21,FirstRound,"Giocatore: Jerry Sloan. Provenienza: University of Evansville. Scelto al Draft NBA 1964 con la pick 21. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 72.2%, tiratore di liberi migliorabile. Rimbalzi: 5615.0 a partita, forte rimbalzista. Assist: 1925.0 a partita, ottimo playmaker e passatore. Segna in media 10571.0 punti a partita. Win Shares in carriera: 49.5."
1670,Larry Jones,1964,22,FirstRound,"Giocatore: Larry Jones. Provenienza: Toledo. Scelto al Draft NBA 1964 con la pick 22. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 81.5%, buon tiratore di tiri liberi. Rimbalzi: 241.0 a partita, forte rimbalzista. Assist: 270.0 a partita, ottimo playmaker e passatore. Segna in media 854.0 punti a partita. Win Shares in carriera: 2.5."
1671,Tom Dose,1964,23,FirstRound,"Giocatore: Tom Dose. Provenienza: Stanford. Scelto al Draft NBA 1964 con la pick 23. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1672,Art Becker,1964,24,FirstRound,"Giocatore: Art Becker. Provenienza: Arizona State. Scelto al Draft NBA 1964 con la pick 24. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1673,McCoy McLemore,1964,25,FirstRound,"Giocatore: McCoy McLemore. Provenienza: Drake University. Scelto al Draft NBA 1964 con la pick 25. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 77.1%, buon tiratore di tiri liberi. Rimbalzi: 3161.0 a partita, forte rimbalzista. Assist: 733.0 a partita, ottimo playmaker e passatore. Segna in media 5130.0 punti a partita. Win Shares in carriera: 9.5."
1674,Steve Courtin,1964,26,FirstRound,"Giocatore: Steve Courtin. Provenienza: Saint Joseph's. Scelto al Draft NBA 1964 con la pick 26. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 81.0%, buon tiratore di tiri liberi. Rimbalzi: 22.0 a partita, forte rimbalzista. Assist: 22.0 a partita, ottimo playmaker e passatore. Segna in media 101.0 punti a partita. Win Shares in carriera: 0.2."
1675,John Thompson,1964,27,FirstRound,"Giocatore: John Thompson. Provenienza: Providence. Scelto al Draft NBA 1964 con la pick 27. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 59.5%, tiratore di liberi migliorabile. Rimbalzi: 260.0 a partita, forte rimbalzista. Assist: 19.0 a partita, ottimo playmaker e passatore. Segna in media 262.0 punti a partita. Win Shares in carriera: 2.1."
1676,Freddie Crawford,1964,28,FirstRound,"Giocatore: Freddie Crawford. Provenienza: St. Bonaventure. Scelto al Draft NBA 1964 con la pick 28. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 59.5%, tiratore di liberi migliorabile. Rimbalzi: 746.0 a partita, forte rimbalzista. Assist: 610.0 a partita, ottimo playmaker e passatore. Segna in media 2031.0 punti a partita. Win Shares in carriera: 6.1."
1677,Jim Davis,1964,29,FirstRound,"Giocatore: Jim Davis. Provenienza: Colorado. Scelto al Draft NBA 1964 con la pick 29. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 67.4%, tiratore di liberi migliorabile. Rimbalzi: 3109.0 a partita, forte rimbalzista. Assist: 739.0 a partita, ottimo playmaker e passatore. Segna in media 3997.0 punti a partita. Win Shares in carriera: 19.2."
1678,Pete Spoden,1964,30,FirstRound,"Giocatore: Pete Spoden. Provenienza: University of Northern Iowa. Scelto al Draft NBA 1964 con la pick 30. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1679,Frank Corace,1964,31,SecondRound,"Giocatore: Frank Corace. Provenienza: La Salle. Scelto al Draft NBA 1964 con la pick 31. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1680,Hank Finkel,1964,32,SecondRound,"Giocatore: Hank Finkel. Provenienza: Dayton. Scelto al Draft NBA 1964 con la pick 32. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 66.2%, tiratore di liberi migliorabile. Rimbalzi: 2151.0 a partita, forte rimbalzista. Assist: 426.0 a partita, ottimo playmaker e passatore. Segna in media 2790.0 punti a partita. Win Shares in carriera: 13.5."
1681,Willie Murrell,1964,33,SecondRound,"Giocatore: Willie Murrell. Provenienza: Kansas State. Scelto al Draft NBA 1964 con la pick 33. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1682,Gene Elmore,1964,34,SecondRound,"Giocatore: Gene Elmore. Provenienza: SMU. Scelto al Draft NBA 1964 con la pick 34. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1683,Happy Hairston,1964,35,SecondRound,"Giocatore: Happy Hairston. Provenienza: NYU. Scelto al Draft NBA 1964 con la pick 35. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 74.1%, tiratore di liberi migliorabile. Rimbalzi: 8019.0 a partita, forte rimbalzista. Assist: 1268.0 a partita, ottimo playmaker e passatore. Segna in media 11505.0 punti a partita. Win Shares in carriera: 70.0."
1684,Joe Strawder,1964,36,SecondRound,"Giocatore: Joe Strawder. Provenienza: Bradley. Scelto al Draft NBA 1964 con la pick 36. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 68.6%, tiratore di liberi migliorabile. Rimbalzi: 2296.0 a partita, forte rimbalzista. Assist: 245.0 a partita, ottimo playmaker e passatore. Segna in media 1977.0 punti a partita. Win Shares in carriera: 10.8."
1685,Tony Gennari,1964,37,SecondRound,"Giocatore: Tony Gennari. Provenienza: Canisius. Scelto al Draft NBA 1964 con la pick 37. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
1686,Ray Wolford,1964,38,SecondRound,"Giocatore: Ray Wolford. Provenienza: Toledo. Scelto al Draft NBA 1964 con la pick 38. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
