player_id,Player,DraftYear,Pick,PickBand,text_profile
3660,Steve Green,1975,30,FirstRound,"Giocatore: Steve Green. Provenienza: Indiana. Scelto al Draft NBA 1975 con la pick 30. Fascia di scelta: FirstRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 70.4%, tiratore di liberi migliorabile. Rimbalzi: 300.0 a partita, forte rimbalzista. Assist: 97.0 a partita, ottimo playmaker e passatore. Segna in media 705.0 punti a partita. Win Shares in carriera: 2.2."
3661,Glenn Hansen,1975,31,SecondRound,"Giocatore: Glenn Hansen. Provenienza: LSU. Scelto al Draft NBA 1975 con la pick 31. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 72.5%, tiratore di liberi migliorabile. Rimbalzi: 247.0 a partita, forte rimbalzista. Assist: 93.0 a partita, ottimo playmaker e passatore. Segna in media 588.0 punti a partita. Win Shares in carriera: 1.0."
3662,John Laskowski,1975,32,SecondRound,"Giocatore: John Laskowski. Provenienza: Indiana. Scelto al Draft NBA 1975 con la pick 32. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 76.0%, buon tiratore di tiri liberi. Rimbalzi: 282.0 a partita, forte rimbalzista. Assist: 99.0 a partita, ottimo playmaker e passatore. Segna in media 832.0 punti a partita. Win Shares in carriera: 2.0."
3663,Mel Utley,1975,33,SecondRound,"Giocatore: Mel Utley. Provenienza: St. John's. Scelto al Draft NBA 1975 con la pick 33. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3664,Larry Fogle,1975,34,SecondRound,"Giocatore: Larry Fogle. Provenienza: Canisius. Scelto al Draft NBA 1975 con la pick 34. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: -10000.0%, tiratore di liberi migliorabile. Rimbalzi: 3.0 a partita, rimbalzista non di impatto. Assist: 0.0 a partita, non particolarmente orientato agli assist. Segna in media 2.0 punti a partita. Win Shares in carriera: 0.0."
3665,Allen Murphy,1975,35,SecondRound,"Giocatore: Allen Murphy. Provenienza: Louisville. Scelto al Draft NBA 1975 con la pick 35. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 42.9%, tiratore di liberi migliorabile. Rimbalzi: 4.0 a partita, rimbalzista discreto. Assist: 0.0 a partita, non particolarmente orientato agli assist. Segna in media 5.0 punti a partita. Win Shares in carriera: -0.1."
3666,Jimmy Conner,1975,36,SecondRound,"Giocatore: Jimmy Conner. Provenienza: Kentucky. Scelto al Draft NBA 1975 con la pick 36. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3667,Rudy Hackett,1975,37,SecondRound,"Giocatore: Rudy Hackett. Provenienza: Syracuse. Scelto al Draft NBA 1975 con la pick 37. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 57.1%, tiratore di liberi migliorabile. Rimbalzi: 13.0 a partita, forte rimbalzista. Assist: 3.0 a partita, non particolarmente orientato agli assist. Segna in media 14.0 punti a partita. Win Shares in carriera: 0.0."
3668,Jim McElroy,1975,38,SecondRound,"Giocatore: Jim McElroy. Provenienza: Central Michigan University. Scelto al Draft NBA 1975 con la pick 38. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 76.4%, buon tiratore di tiri liberi. Rimbalzi: 820.0 a partita, forte rimbalzista. Assist: 1462.0 a partita, ottimo playmaker e passatore. Segna in media 4120.0 punti a partita. Win Shares in carriera: 14.0."
3669,Jimmie Baker,1975,39,SecondRound,"Giocatore: Jimmie Baker. Provenienza: Hawaii. Scelto al Draft NBA 1975 con la pick 39. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3670,Otis Johnson,1975,40,SecondRound,"Giocatore: Otis Johnson. Provenienza: Stetson University. Scelto al Draft NBA 1975 con la pick 40. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3671,Charles Cleveland,1975,41,SecondRound,"Giocatore: Charles Cleveland. Provenienza: Alabama. Scelto al Draft NBA 1975 con la pick 41. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3672,Tom Roy,1975,42,SecondRound,"Giocatore: Tom Roy. Provenienza: Maryland. Scelto al Draft NBA 1975 con la pick 42. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3673,Brian Hammel,1975,43,SecondRound,"Giocatore: Brian Hammel. Provenienza: Bentley College. Scelto al Draft NBA 1975 con la pick 43. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3674,Pete Trgovich,1975,44,SecondRound,"Giocatore: Pete Trgovich. Provenienza: UCLA. Scelto al Draft NBA 1975 con la pick 44. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3675,Ted Hathaway,1975,45,SecondRound,"Giocatore: Ted Hathaway. Provenienza: Cleveland State University. Scelto al Draft NBA 1975 con la pick 45. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3676,John Ramsay,1975,46,SecondRound,"Giocatore: John Ramsay. Provenienza: Seton Hall. Scelto al Draft NBA 1975 con la pick 46. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3677,Rudy White,1975,47,SecondRound,"Giocatore: Rudy White. Provenienza: Arizona State. Scelto al Draft NBA 1975 con la pick 47. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 74.2%, tiratore di liberi migliorabile. Rimbalzi: 120.0 a partita, forte rimbalzista. Assist: 112.0 a partita, ottimo playmaker e passatore. Segna in media 384.0 punti a partita. Win Shares in carriera: 0.2."
3678,Tom Kropp,1975,48,SecondRound,"Giocatore: Tom Kropp. Provenienza: University of Nebraska at Kearney. Scelto al Draft NBA 1975 con la pick 48. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 70.2%, tiratore di liberi migliorabile. Rimbalzi: 62.0 a partita, forte rimbalzista. Assist: 47.0 a partita, ottimo playmaker e passatore. Segna in media 193.0 punti a partita. Win Shares in carriera: 0.5."
3679,Bob Guyette,1975,49,SecondRound,"Giocatore: Bob Guyette. Provenienza: Kentucky. Scelto al Draft NBA 1975 con la pick 49. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3680,Gus Gerard,1975,50,SecondRound,"Giocatore: Gus Gerard. Provenienza: Virginia. Scelto al Draft NBA 1975 con la pick 50. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 64.9%, tiratore di liberi migliorabile. Rimbalzi: 719.0 a partita, forte rimbalzista. Assist: 224.0 a partita, ottimo playmaker e passatore. Segna in media 1607.0 punti a partita. Win Shares in carriera: 5.3."
3681,Bubbles Hawkins,1975,51,SecondRound,"Giocatore: Bubbles Hawkins. Provenienza: Illinois State. Scelto al Draft NBA 1975 con la pick 51. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 70.4%, tiratore di liberi migliorabile. Rimbalzi: 240.0 a partita, forte rimbalzista. Assist: 150.0 a partita, ottimo playmaker e passatore. Segna in media 1313.0 punti a partita. Win Shares in carriera: 3.0."
3682,George Bucci,1975,52,SecondRound,"Giocatore: George Bucci. Provenienza: Manhattan University. Scelto al Draft NBA 1975 con la pick 52. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3683,Jerome Anderson,1975,53,SecondRound,"Giocatore: Jerome Anderson. Provenienza: West Virginia. Scelto al Draft NBA 1975 con la pick 53. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 69.4%, tiratore di liberi migliorabile. Rimbalzi: 25.0 a partita, forte rimbalzista. Assist: 16.0 a partita, ottimo playmaker e passatore. Segna in media 127.0 punti a partita. Win Shares in carriera: 0.4."
3684,Bayard Forrest,1975,54,SecondRound,"Giocatore: Bayard Forrest. Provenienza: Grand Canyon University. Scelto al Draft NBA 1975 con la pick 54. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 50.9%, tiratore di liberi migliorabile. Rimbalzi: 565.0 a partita, forte rimbalzista. Assist: 296.0 a partita, ottimo playmaker e passatore. Segna in media 569.0 punti a partita. Win Shares in carriera: 2.7."
3685,Mack Coleman,1975,55,SecondRound,"Giocatore: Mack Coleman. Provenienza: Houston Baptist University. Scelto al Draft NBA 1975 con la pick 55. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3686,C.J. Kupec,1975,56,SecondRound,"Giocatore: C.J. Kupec. Provenienza: Michigan. Scelto al Draft NBA 1975 con la pick 56. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 77.2%, buon tiratore di tiri liberi. Rimbalzi: 313.0 a partita, forte rimbalzista. Assist: 108.0 a partita, ottimo playmaker e passatore. Segna in media 606.0 punti a partita. Win Shares in carriera: 1.8."
3687,Monte Towe,1975,57,SecondRound,"Giocatore: Monte Towe. Provenienza: NC State. Scelto al Draft NBA 1975 con la pick 57. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 72.0%, tiratore di liberi migliorabile. Rimbalzi: 34.0 a partita, forte rimbalzista. Assist: 87.0 a partita, ottimo playmaker e passatore. Segna in media 130.0 punti a partita. Win Shares in carriera: 0.1."
3688,Sam McCants,1975,58,SecondRound,"Giocatore: Sam McCants. Provenienza: Oral Roberts. Scelto al Draft NBA 1975 con la pick 58. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3689,Louis Dunbar,1975,59,SecondRound,"Giocatore: Louis Dunbar. Provenienza: Houston. Scelto al Draft NBA 1975 con la pick 59. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3690,Bill Campion,1975,60,SecondRound,"Giocatore: Bill Campion. Provenienza: Manhattan University. Scelto al Draft NBA 1975 con la pick 60. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3691,Phil Hicks,1975,61,SecondRound,"Giocatore: Phil Hicks. Provenienza: Tulane. Scelto al Draft NBA 1975 con la pick 61. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 77.8%, buon tiratore di tiri liberi. Rimbalzi: 94.0 a partita, forte rimbalzista. Assist: 32.0 a partita, ottimo playmaker e passatore. Segna in media 132.0 punti a partita. Win Shares in carriera: 0.5."
3692,Eric Fernsten,1975,62,SecondRound,"Giocatore: Eric Fernsten. Provenienza: San Francisco. Scelto al Draft NBA 1975 con la pick 62. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 67.5%, tiratore di liberi migliorabile. Rimbalzi: 372.0 a partita, forte rimbalzista. Assist: 82.0 a partita, ottimo playmaker e passatore. Segna in media 517.0 punti a partita. Win Shares in carriera: 3.3."
3693,David Vaughn,1975,63,SecondRound,"Giocatore: David Vaughn. Provenienza: Oral Roberts. Scelto al Draft NBA 1975 con la pick 63. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3694,Lindsay Hairston,1975,64,SecondRound,"Giocatore: Lindsay Hairston. Provenienza: Michigan State. Scelto al Draft NBA 1975 con la pick 64. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 58.0%, tiratore di liberi migliorabile. Rimbalzi: 179.0 a partita, forte rimbalzista. Assist: 21.0 a partita, ottimo playmaker e passatore. Segna in media 273.0 punti a partita. Win Shares in carriera: 1.0."
3695,Ken Smith,1975,65,SecondRound,"Giocatore: Ken Smith. Provenienza: Tulsa. Scelto al Draft NBA 1975 con la pick 65. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3696,Jim Moore,1975,66,SecondRound,"Giocatore: Jim Moore. Provenienza: Utah State University. Scelto al Draft NBA 1975 con la pick 66. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3697,Kevin Cluess,1975,67,SecondRound,"Giocatore: Kevin Cluess. Provenienza: St. John's. Scelto al Draft NBA 1975 con la pick 67. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3698,Ron Haigler,1975,68,SecondRound,"Giocatore: Ron Haigler. Provenienza: Penn. Scelto al Draft NBA 1975 con la pick 68. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3699,Billy Taylor,1975,69,SecondRound,"Giocatore: Billy Taylor. Provenienza: La Salle. Scelto al Draft NBA 1975 con la pick 69. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3700,Bob Fleischer,1975,70,SecondRound,"Giocatore: Bob Fleischer. Provenienza: Duke. Scelto al Draft NBA 1975 con la pick 70. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3701,Fessor Leonard,1975,71,SecondRound,"Giocatore: Fessor Leonard. Provenienza: Furman University. Scelto al Draft NBA 1975 con la pick 71. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3702,Cyrus Mann,1975,72,SecondRound,"Giocatore: Cyrus Mann. Provenienza: Illinois State. Scelto al Draft NBA 1975 con la pick 72. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3703,Andre Hampton,1975,73,SecondRound,"Giocatore: Andre Hampton. Provenienza: Kentucky State University. Scelto al Draft NBA 1975 con la pick 73. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3704,Charles Russell,1975,74,SecondRound,"Giocatore: Charles Russell. Provenienza: Alabama. Scelto al Draft NBA 1975 con la pick 74. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3705,Wilbur Holland,1975,75,SecondRound,"Giocatore: Wilbur Holland. Provenienza: New Orleans. Scelto al Draft NBA 1975 con la pick 75. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 79.9%, buon tiratore di tiri liberi. Rimbalzi: 842.0 a partita, forte rimbalzista. Assist: 922.0 a partita, ottimo playmaker e passatore. Segna in media 3760.0 punti a partita. Win Shares in carriera: 14.0."
3706,Joe Pace,1975,76,SecondRound,"Giocatore: Joe Pace. Provenienza: Coppin State University. Scelto al Draft NBA 1975 con la pick 76. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 59.8%, tiratore di liberi migliorabile. Rimbalzi: 168.0 a partita, forte rimbalzista. Assist: 27.0 a partita, ottimo playmaker e passatore. Segna in media 255.0 punti a partita. Win Shares in carriera: 1.1."
3707,Ken Tyler,1975,77,SecondRound,"Giocatore: Ken Tyler. Provenienza: Gonzaga. Scelto al Draft NBA 1975 con la pick 77. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3708,Maurice Presley,1975,78,SecondRound,"Giocatore: Maurice Presley. Provenienza: Houston. Scelto al Draft NBA 1975 con la pick 78. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3709,Jim Lee,1975,79,SecondRound,"Giocatore: Jim Lee. Provenienza: Syracuse. Scelto al Draft NBA 1975 con la pick 79. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3710,Don Washington,1975,80,SecondRound,"Giocatore: Don Washington. Provenienza: UNC. Scelto al Draft NBA 1975 con la pick 80. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3711,Cliff Pratt,1975,81,SecondRound,"Giocatore: Cliff Pratt. Provenienza: Shaw. Scelto al Draft NBA 1975 con la pick 81. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3712,Mike Odemns,1975,82,SecondRound,"Giocatore: Mike Odemns. Provenienza: Western Kentucky. Scelto al Draft NBA 1975 con la pick 82. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3713,Rick Whitlow,1975,83,SecondRound,"Giocatore: Rick Whitlow. Provenienza: Illinois State. Scelto al Draft NBA 1975 con la pick 83. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3714,Dwain Govan,1975,84,SecondRound,"Giocatore: Dwain Govan. Provenienza: Bishop College. Scelto al Draft NBA 1975 con la pick 84. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3715,Ed Stahl,1975,85,SecondRound,"Giocatore: Ed Stahl. Provenienza: UNC. Scelto al Draft NBA 1975 con la pick 85. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3716,Bob Iverson,1975,86,SecondRound,"Giocatore: Bob Iverson. Provenienza: University of North Texas. Scelto al Draft NBA 1975 con la pick 86. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3717,Larry Pounds,1975,87,SecondRound,"Giocatore: Larry Pounds. Provenienza: Washington. Scelto al Draft NBA 1975 con la pick 87. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3718,Sam Berry,1975,88,SecondRound,"Giocatore: Sam Berry. Provenienza: Armstrong Atlantic State University. Scelto al Draft NBA 1975 con la pick 88. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3719,Darryl Brown,1975,89,SecondRound,"Giocatore: Darryl Brown. Provenienza: Fordham. Scelto al Draft NBA 1975 con la pick 89. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3720,Rich Jones,1975,90,SecondRound,"Giocatore: Rich Jones. Provenienza: VCU. Scelto al Draft NBA 1975 con la pick 90. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3721,Rick Schmidt,1975,91,SecondRound,"Giocatore: Rick Schmidt. Provenienza: Illinois. Scelto al Draft NBA 1975 con la pick 91. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3722,Don Ford,1975,92,SecondRound,"Giocatore: Don Ford. Provenienza: UC Santa Barbara. Scelto al Draft NBA 1975 con la pick 92. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 77.3%, buon tiratore di tiri liberi. Rimbalzi: 1691.0 a partita, forte rimbalzista. Assist: 647.0 a partita, ottimo playmaker e passatore. Segna in media 3016.0 punti a partita. Win Shares in carriera: 12.7."
3723,Danny Williams,1975,93,SecondRound,"Giocatore: Danny Williams. Provenienza: Ole Miss. Scelto al Draft NBA 1975 con la pick 93. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3724,Biff Burrell,1975,94,SecondRound,"Giocatore: Biff Burrell. Provenienza: USC. Scelto al Draft NBA 1975 con la pick 94. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3725,Ken Alston,1975,95,SecondRound,"Giocatore: Ken Alston. Provenienza: Valdosta State University. Scelto al Draft NBA 1975 con la pick 95. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3726,Oliver Purnell,1975,96,SecondRound,"Giocatore: Oliver Purnell. Provenienza: Old Dominion. Scelto al Draft NBA 1975 con la pick 96. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3727,Gerald Willett,1975,97,SecondRound,"Giocatore: Gerald Willett. Provenienza: Oregon. Scelto al Draft NBA 1975 con la pick 97. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3728,Allen Spruill,1975,98,SecondRound,"Giocatore: Allen Spruill. Provenienza: North Carolina A&T. Scelto al Draft NBA 1975 con la pick 98. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3729,Henry Ward,1975,99,SecondRound,"Giocatore: Henry Ward. Provenienza: Jackson State University. Scelto al Draft NBA 1975 con la pick 99. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 88.2%, eccellente tiratore di tiri liberi. Rimbalzi: 33.0 a partita, forte rimbalzista. Assist: 6.0 a partita, buon passatore. Segna in media 83.0 punti a partita. Win Shares in carriera: -0.1."
3730,Hank Williams,1975,100,SecondRound,"Giocatore: Hank Williams. Provenienza: Jacksonville University. Scelto al Draft NBA 1975 con la pick 100. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3731,William Johnson,1975,101,SecondRound,"Giocatore: William Johnson. Provenienza: Texas Tech. Scelto al Draft NBA 1975 con la pick 101. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3732,Larry Smith,1975,102,SecondRound,"Giocatore: Larry Smith. Provenienza: North Carolina A&T. Scelto al Draft NBA 1975 con la pick 102. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3733,Clint Chapman,1975,103,SecondRound,"Giocatore: Clint Chapman. Provenienza: USC. Scelto al Draft NBA 1975 con la pick 103. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3734,Bill Andreas,1975,104,SecondRound,"Giocatore: Bill Andreas. Provenienza: Ohio State. Scelto al Draft NBA 1975 con la pick 104. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3735,Tony Styles,1975,105,SecondRound,"Giocatore: Tony Styles. Provenienza: San Francisco. Scelto al Draft NBA 1975 con la pick 105. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
3736,George Jackson,1975,106,SecondRound,"Giocatore: George Jackson. Provenienza: UNC Charlotte. Scelto al Draft NBA 1975 con la pick 106. Fascia di scelta: SecondRound. Tiro da 3: -100.0%, tiratore da 3 punti poco affidabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
