player_id,Player,DraftYear,Pick,PickBand,text_profile,Status
1655,Jeff Mullins,1964,7.0,Top10,"Giocatore: Jeff Mullins. Proveniente da Duke. Selezionato al Draft NBA 1964 con la pick 7 (Top10). Tiri liberi: 81.4%, buon tiratore di tiri liberi. Segna 16.2 punti a partita. Cattura 4.3 rimbalzi a partita. Distribuisce 3.8 assist di media. Win Shares totali: 62.8. Box Plus/Minus: -0.4. VORP: 1.6.",Retired
1656,Barry Kramer,1964,8.0,Top10,"Giocatore: Barry Kramer. Proveniente da NYU. Selezionato al Draft NBA 1964 con la pick 8 (Top10). Tiri liberi: 71.4%, tiratore di liberi migliorabile. Segna 3.6 punti a partita. Cattura 1.9 rimbalzi a partita. Distribuisce 0.8 assist di media. Win Shares totali: 0.2.",Retired
1657,Mel Counts,1964,9.0,Top10,"Giocatore: Mel Counts. Proveniente da Oregon State. Selezionato al Draft NBA 1964 con la pick 9 (Top10). Tiri liberi: 76.4%, buon tiratore di tiri liberi. Segna 8.3 punti a partita. Cattura 6.0 rimbalzi a partita. Distribuisce 1.4 assist di media. Win Shares totali: 27.7. Box Plus/Minus: -0.6. VORP: 0.8.",Retired
1658,Willis Reed,1964,10.0,Top10,"Giocatore: Willis Reed. Proveniente da Grambling State University. Selezionato al Draft NBA 1964 con la pick 10 (Top10). Tiri liberi: 74.7%, tiratore di liberi migliorabile. Segna 18.7 punti a partita. Cattura 12.9 rimbalzi a partita. Distribuisce 1.8 assist di media. Win Shares totali: 74.9. Box Plus/Minus: 1.3. VORP: 0.4.",Retired
1659,Les Hunter,1964,11.0,FirstRound,"Giocatore: Les Hunter. Proveniente da Loyola Chicago. Selezionato al Draft NBA 1964 con la pick 11 (FirstRound). Tiri liberi: 42.9%, tiratore di liberi migliorabile. Segna 1.8 punti a partita. Cattura 2.1 rimbalzi a partita. Distribuisce 0.5 assist di media. Win Shares totali: -0.5.",Retired
1660,Paul Silas,1964,12.0,FirstRound,"Giocatore: Paul Silas. Proveniente da Creighton. Selezionato al Draft NBA 1964 con la pick 12 (FirstRound). Tiri liberi: 67.3%, tiratore di liberi migliorabile. Segna 9.4 punti a partita. Cattura 9.9 rimbalzi a partita. Distribuisce 2.1 assist di media. Win Shares totali: 79.9. Box Plus/Minus: -0.6. VORP: 5.6.",Retired
1661,Ira Harge,1964,13.0,FirstRound,"Giocatore: Ira Harge. Proveniente da New Mexico. Selezionato al Draft NBA 1964 con la pick 13 (FirstRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1662,Cotton Nash,1964,14.0,FirstRound,"Giocatore: Cotton Nash. Proveniente da Kentucky. Selezionato al Draft NBA 1964 con la pick 14 (FirstRound). Tiri liberi: 82.7%, buon tiratore di tiri liberi. Segna 3.0 punti a partita. Cattura 1.8 rimbalzi a partita. Distribuisce 0.4 assist di media. Win Shares totali: 0.0.",Retired
1663,Howard Komives,1964,15.0,FirstRound,"Giocatore: Howard Komives. Proveniente da Bowling Green. Selezionato al Draft NBA 1964 con la pick 15 (FirstRound). Tiri liberi: 83.0%, buon tiratore di tiri liberi. Segna 10.2 punti a partita. Cattura 2.4 rimbalzi a partita. Distribuisce 4.0 assist di media. Win Shares totali: 5.0. Box Plus/Minus: -4.0. VORP: -0.4.",Retired
1664,Bud Koper,1964,16.0,FirstRound,"Giocatore: Bud Koper. Proveniente da Oklahoma City University. Selezionato al Draft NBA 1964 con la pick 16 (FirstRound). Tiri liberi: 83.3%, buon tiratore di tiri liberi. Segna 4.6 punti a partita. Cattura 1.1 rimbalzi a partita. Distribuisce 0.8 assist di media. Win Shares totali: 1.0.",Retired
1665,Bill Chmielewski,1964,17.0,FirstRound,"Giocatore: Bill Chmielewski. Proveniente da Dayton. Selezionato al Draft NBA 1964 con la pick 17 (FirstRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1666,Ron Bonham,1964,18.0,FirstRound,"Giocatore: Ron Bonham. Proveniente da Cincinnati. Selezionato al Draft NBA 1964 con la pick 18 (FirstRound). Tiri liberi: 83.2%, buon tiratore di tiri liberi. Segna 6.3 punti a partita. Cattura 1.5 rimbalzi a partita. Distribuisce 0.4 assist di media. Win Shares totali: 2.0.",Retired
1667,Brian Generalovich,1964,19.0,FirstRound,"Giocatore: Brian Generalovich. Proveniente da Pitt. Selezionato al Draft NBA 1964 con la pick 19 (FirstRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1668,Wali Jones,1964,20.0,FirstRound,"Giocatore: Wali Jones. Proveniente da Villanova. Selezionato al Draft NBA 1964 con la pick 20 (FirstRound). Tiri liberi: 80.0%, buon tiratore di tiri liberi. Segna 10.1 punti a partita. Cattura 2.3 rimbalzi a partita. Distribuisce 3.2 assist di media. Win Shares totali: 14.9. Box Plus/Minus: -3.8. VORP: -0.1.",Retired
1669,Jerry Sloan,1964,21.0,FirstRound,"Giocatore: Jerry Sloan. Proveniente da University of Evansville. Selezionato al Draft NBA 1964 con la pick 21 (FirstRound). Tiri liberi: 72.2%, tiratore di liberi migliorabile. Segna 14.0 punti a partita. Cattura 7.4 rimbalzi a partita. Distribuisce 2.5 assist di media. Win Shares totali: 49.5. Box Plus/Minus: 0.7. VORP: 4.1.",Retired
1670,Larry Jones,1964,22.0,FirstRound,"Giocatore: Larry Jones. Proveniente da Toledo. Selezionato al Draft NBA 1964 con la pick 22 (FirstRound). Tiri liberi: 81.5%, buon tiratore di tiri liberi. Segna 9.0 punti a partita. Cattura 2.5 rimbalzi a partita. Distribuisce 2.8 assist di media. Win Shares totali: 2.5. Box Plus/Minus: -0.2. VORP: 0.9.",Retired
1671,Tom Dose,1964,23.0,FirstRound,"Giocatore: Tom Dose. Proveniente da Stanford. Selezionato al Draft NBA 1964 con la pick 23 (FirstRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1672,Art Becker,1964,24.0,FirstRound,"Giocatore: Art Becker. Proveniente da Arizona State. Selezionato al Draft NBA 1964 con la pick 24 (FirstRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1673,McCoy McLemore,1964,25.0,FirstRound,"Giocatore: McCoy McLemore. Proveniente da Drake University. Selezionato al Draft NBA 1964 con la pick 25 (FirstRound). Tiri liberi: 77.1%, buon tiratore di tiri liberi. Segna 8.8 punti a partita. Cattura 5.5 rimbalzi a partita. Distribuisce 1.3 assist di media. Win Shares totali: 9.5.",Retired
1674,Steve Courtin,1964,26.0,FirstRound,"Giocatore: Steve Courtin. Proveniente da Saint Joseph's. Selezionato al Draft NBA 1964 con la pick 26 (FirstRound). Tiri liberi: 81.0%, buon tiratore di tiri liberi. Segna 4.2 punti a partita. Cattura 0.9 rimbalzi a partita. Distribuisce 0.9 assist di media. Win Shares totali: 0.2.",Retired
1675,John Thompson,1964,27.0,FirstRound,"Giocatore: John Thompson. Proveniente da Providence. Selezionato al Draft NBA 1964 con la pick 27 (FirstRound). Tiri liberi: 59.5%, tiratore di liberi migliorabile. Segna 3.5 punti a partita. Cattura 3.5 rimbalzi a partita. Distribuisce 0.3 assist di media. Win Shares totali: 2.1.",Retired
1676,Freddie Crawford,1964,28.0,FirstRound,"Giocatore: Freddie Crawford. Proveniente da St. Bonaventure. Selezionato al Draft NBA 1964 con la pick 28 (FirstRound). Tiri liberi: 59.5%, tiratore di liberi migliorabile. Segna 6.8 punti a partita. Cattura 2.5 rimbalzi a partita. Distribuisce 2.1 assist di media. Win Shares totali: 6.1.",Retired
1677,Jim Davis,1964,29.0,FirstRound,"Giocatore: Jim Davis. Proveniente da Colorado. Selezionato al Draft NBA 1964 con la pick 29 (FirstRound). Tiri liberi: 67.4%, tiratore di liberi migliorabile. Segna 6.7 punti a partita. Cattura 5.2 rimbalzi a partita. Distribuisce 1.2 assist di media. Win Shares totali: 19.2. Box Plus/Minus: 0.1. VORP: 1.1.",Retired
1678,Pete Spoden,1964,30.0,FirstRound,"Giocatore: Pete Spoden. Proveniente da University of Northern Iowa. Selezionato al Draft NBA 1964 con la pick 30 (FirstRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1679,Frank Corace,1964,31.0,SecondRound,"Giocatore: Frank Corace. Proveniente da La Salle. Selezionato al Draft NBA 1964 con la pick 31 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1680,Hank Finkel,1964,32.0,SecondRound,"Giocatore: Hank Finkel. Proveniente da Dayton. Selezionato al Draft NBA 1964 con la pick 32 (SecondRound). Tiri liberi: 66.2%, tiratore di liberi migliorabile. Segna 5.1 punti a partita. Cattura 3.9 rimbalzi a partita. Distribuisce 0.8 assist di media. Win Shares totali: 13.5. Box Plus/Minus: -3.0. VORP: -0.2.",Retired
1681,Willie Murrell,1964,33.0,SecondRound,"Giocatore: Willie Murrell. Proveniente da Kansas State. Selezionato al Draft NBA 1964 con la pick 33 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1682,Gene Elmore,1964,34.0,SecondRound,"Giocatore: Gene Elmore. Proveniente da SMU. Selezionato al Draft NBA 1964 con la pick 34 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1683,Happy Hairston,1964,35.0,SecondRound,"Giocatore: Happy Hairston. Proveniente da NYU. Selezionato al Draft NBA 1964 con la pick 35 (SecondRound). Tiri liberi: 74.1%, tiratore di liberi migliorabile. Segna 14.8 punti a partita. Cattura 10.3 rimbalzi a partita. Distribuisce 1.6 assist di media. Win Shares totali: 70.0. Box Plus/Minus: 0.5. VORP: 3.1.",Retired
1684,Joe Strawder,1964,36.0,SecondRound,"Giocatore: Joe Strawder. Proveniente da Bradley. Selezionato al Draft NBA 1964 con la pick 36 (SecondRound). Tiri liberi: 68.6%, tiratore di liberi migliorabile. Segna 8.6 punti a partita. Cattura 9.9 rimbalzi a partita. Distribuisce 1.1 assist di media. Win Shares totali: 10.8.",Retired
1685,Tony Gennari,1964,37.0,SecondRound,"Giocatore: Tony Gennari. Proveniente da Canisius. Selezionato al Draft NBA 1964 con la pick 37 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1686,Ray Wolford,1964,38.0,SecondRound,"Giocatore: Ray Wolford. Proveniente da Toledo. Selezionato al Draft NBA 1964 con la pick 38 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1687,Bennie Lenox,1964,39.0,SecondRound,"Giocatore: Bennie Lenox. Proveniente da Texas A&M. Selezionato al Draft NBA 1964 con la pick 39 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1688,Lou Skurcenski,1964,40.0,SecondRound,"Giocatore: Lou Skurcenski. Proveniente da Westminster College of Pennsylvania. Selezionato al Draft NBA 1964 con la pick 40 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1689,John Savage,1964,41.0,SecondRound,"Giocatore: John Savage. Proveniente da University of North Texas. Selezionato al Draft NBA 1964 con la pick 41 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1690,John Tresvant,1964,42.0,SecondRound,"Giocatore: John Tresvant. Proveniente da Seattle University. Selezionato al Draft NBA 1964 con la pick 42 (SecondRound). Tiri liberi: 69.3%, tiratore di liberi migliorabile. Segna 9.2 punti a partita. Cattura 6.3 rimbalzi a partita. Distribuisce 1.4 assist di media. Win Shares totali: 24.4.",Retired
1691,Roger Suttner,1964,43.0,SecondRound,"Giocatore: Roger Suttner. Proveniente da Kansas State. Selezionato al Draft NBA 1964 con la pick 43 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1692,George Kirk,1964,44.0,SecondRound,"Giocatore: George Kirk. Proveniente da Memphis. Selezionato al Draft NBA 1964 con la pick 44 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1693,Nick Werkman,1964,45.0,SecondRound,"Giocatore: Nick Werkman. Proveniente da Seton Hall. Selezionato al Draft NBA 1964 con la pick 45 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1694,Tom Lavelle,1964,46.0,SecondRound,"Giocatore: Tom Lavelle. Proveniente da Western Carolina University. Selezionato al Draft NBA 1964 con la pick 46 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1695,Larry Phillips,1964,47.0,SecondRound,"Giocatore: Larry Phillips. Proveniente da Rice University. Selezionato al Draft NBA 1964 con la pick 47 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1696,Bobby Edmonds,1964,48.0,SecondRound,"Giocatore: Bobby Edmonds. Proveniente da Tennessee State. Selezionato al Draft NBA 1964 con la pick 48 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1697,Ricky Kaminsky,1964,49.0,SecondRound,"Giocatore: Ricky Kaminsky. Proveniente da Yale. Selezionato al Draft NBA 1964 con la pick 49 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1698,Troy Collier,1964,50.0,SecondRound,"Giocatore: Troy Collier. Proveniente da Utah State University. Selezionato al Draft NBA 1964 con la pick 50 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1699,Ernest Brock,1964,51.0,SecondRound,"Giocatore: Ernest Brock. Proveniente da Virginia State University. Selezionato al Draft NBA 1964 con la pick 51 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1700,Ray Carey,1964,52.0,SecondRound,"Giocatore: Ray Carey. Proveniente da Missouri. Selezionato al Draft NBA 1964 con la pick 52 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1701,Al Thrasher,1964,53.0,SecondRound,"Giocatore: Al Thrasher. Proveniente da Wittenberg University. Selezionato al Draft NBA 1964 con la pick 53 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1702,Levern Tart,1964,54.0,SecondRound,"Giocatore: Levern Tart. Proveniente da Bradley. Selezionato al Draft NBA 1964 con la pick 54 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1703,Em Bryant,1964,55.0,SecondRound,"Giocatore: Em Bryant. Proveniente da DePaul. Selezionato al Draft NBA 1964 con la pick 55 (SecondRound). Tiri liberi: 69.0%, tiratore di liberi migliorabile. Segna 6.6 punti a partita. Cattura 2.8 rimbalzi a partita. Distribuisce 3.0 assist di media. Win Shares totali: 8.6.",Retired
1704,Jerry Jackson,1964,56.0,SecondRound,"Giocatore: Jerry Jackson. Proveniente da Ohio University. Selezionato al Draft NBA 1964 con la pick 56 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1705,Ron Miller,1964,57.0,SecondRound,"Giocatore: Ron Miller. Proveniente da Loyola Chicago. Selezionato al Draft NBA 1964 con la pick 57 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1706,Gordon Hatton,1964,58.0,SecondRound,"Giocatore: Gordon Hatton. Proveniente da Dayton. Selezionato al Draft NBA 1964 con la pick 58 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1707,Steve Anstett,1964,59.0,SecondRound,"Giocatore: Steve Anstett. Proveniente da University of Portland. Selezionato al Draft NBA 1964 con la pick 59 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1708,Maurice McHartley,1964,60.0,SecondRound,"Giocatore: Maurice McHartley. Proveniente da North Carolina A&T. Selezionato al Draft NBA 1964 con la pick 60 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1709,Dave Lee,1964,61.0,SecondRound,"Giocatore: Dave Lee. Proveniente da San Francisco. Selezionato al Draft NBA 1964 con la pick 61 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1710,Vic Rouse,1964,62.0,SecondRound,"Giocatore: Vic Rouse. Proveniente da Loyola Chicago. Selezionato al Draft NBA 1964 con la pick 62 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1711,Rich Falk,1964,63.0,SecondRound,"Giocatore: Rich Falk. Proveniente da Northwestern. Selezionato al Draft NBA 1964 con la pick 63 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1712,Jim Boutin,1964,64.0,SecondRound,"Giocatore: Jim Boutin. Proveniente da Lewis and Clark College. Selezionato al Draft NBA 1964 con la pick 64 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1713,Ralph Telken,1964,65.0,SecondRound,"Giocatore: Ralph Telken. Proveniente da Rockhurst University. Selezionato al Draft NBA 1964 con la pick 65 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1714,Danny Schultz,1964,66.0,SecondRound,"Giocatore: Danny Schultz. Proveniente da Tennessee. Selezionato al Draft NBA 1964 con la pick 66 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1715,Bob Pelkington,1964,67.0,SecondRound,"Giocatore: Bob Pelkington. Proveniente da Xavier. Selezionato al Draft NBA 1964 con la pick 67 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1716,Jay Buckley,1964,68.0,SecondRound,"Giocatore: Jay Buckley. Proveniente da Duke. Selezionato al Draft NBA 1964 con la pick 68 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1717,Kendall Rhine,1964,69.0,SecondRound,"Giocatore: Kendall Rhine. Proveniente da Rice University. Selezionato al Draft NBA 1964 con la pick 69 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1718,Bob Garibaldi,1964,70.0,SecondRound,"Giocatore: Bob Garibaldi. Proveniente da Santa Clara. Selezionato al Draft NBA 1964 con la pick 70 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1719,Joe Geiger,1964,71.0,SecondRound,"Giocatore: Joe Geiger. Proveniente da Xavier. Selezionato al Draft NBA 1964 con la pick 71 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1720,Jeff Blue,1964,72.0,SecondRound,"Giocatore: Jeff Blue. Proveniente da Butler. Selezionato al Draft NBA 1964 con la pick 72 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1721,Jack Brens,1964,73.0,SecondRound,"Giocatore: Jack Brens. Proveniente da Wisconsin. Selezionato al Draft NBA 1964 con la pick 73 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1722,Tom Black,1964,74.0,SecondRound,"Giocatore: Tom Black. Proveniente da South Dakota State. Selezionato al Draft NBA 1964 con la pick 74 (SecondRound). Tiri liberi: 64.8%, tiratore di liberi migliorabile. Segna 4.2 punti a partita. Cattura 3.6 rimbalzi a partita. Distribuisce 0.6 assist di media. Win Shares totali: 0.1.",Retired
1723,Jim Brennan,1964,75.0,SecondRound,"Giocatore: Jim Brennan. Proveniente da Clemson. Selezionato al Draft NBA 1964 con la pick 75 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1724,Darel Carrier,1964,76.0,SecondRound,"Giocatore: Darel Carrier. Proveniente da Western Kentucky. Selezionato al Draft NBA 1964 con la pick 76 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1725,Camden Wall,1964,77.0,SecondRound,"Giocatore: Camden Wall. Proveniente da California. Selezionato al Draft NBA 1964 con la pick 77 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1726,Scotty Pierce,1964,78.0,SecondRound,"Giocatore: Scotty Pierce. Proveniente da West Texas A&M University. Selezionato al Draft NBA 1964 con la pick 78 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1727,Pete Kelley,1964,79.0,SecondRound,"Giocatore: Pete Kelley. Proveniente da West Virginia Tech. Selezionato al Draft NBA 1964 con la pick 79 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1728,Jim Christy,1964,80.0,SecondRound,"Giocatore: Jim Christy. Proveniente da Georgetown. Selezionato al Draft NBA 1964 con la pick 80 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1729,Bill Kusleika,1964,81.0,SecondRound,"Giocatore: Bill Kusleika. Proveniente da Tulsa. Selezionato al Draft NBA 1964 con la pick 81 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1730,Wally Briggs,1964,82.0,SecondRound,"Giocatore: Wally Briggs. Proveniente da North Carolina A&T. Selezionato al Draft NBA 1964 con la pick 82 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
1731,Frank Stephens,1964,83.0,SecondRound,"Giocatore: Frank Stephens. Proveniente da Virginia State University. Selezionato al Draft NBA 1964 con la pick 83 (SecondRound). Tiri liberi: 0.0%, tiratore di liberi migliorabile. Segna 0.0 punti a partita. Cattura 0.0 rimbalzi a partita. Distribuisce 0.0 assist di media. Win Shares totali: 0.0.",Retired
